model,lookback,params,best_epoch,best_val_loss,rmse_val,mae_val,mape_val,mbe_val,abs_mbe_val,rmse_val_orig,mae_val_orig,mape_val_orig,mbe_val_orig,abs_mbe_val_orig,rank_rmse_val,rank_abs_mbe_val
lstm,12,"{'hidden_size': 16, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",40,1.6252659406745806e-05,0.003840649932649152,0.0032304459113522864,0.3164526130505915,0.0012777742871410646,0.0012777742871410646,8154.363049019444,6789.510866415401,3.673987713828601,3066.4372410929063,3066.4372410929063,8154.363049019444,3066.4372410929063
lstm,8,"{'hidden_size': 16, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",70,1.7065829524653964e-05,0.003890515082259344,0.0033107041747234556,0.32428289630385576,0.0009660032519466677,0.0009660032519466677,8172.166177361445,6933.937250900368,3.7438839579514687,2591.784954659574,2591.784954659574,8172.166177361445,2591.784954659574
lstm,6,"{'hidden_size': 8, 'num_layers': 2, 'dropout': 0.0, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",52,1.4316984561446588e-05,0.0038449485882681754,0.0029772422521854524,0.2911223558922849,0.0018298563489086428,0.0018298563489086428,8292.816933112943,6435.450307569505,3.413399189152007,3775.806553888161,3775.806553888161,8292.816933112943,3775.806553888161
lstm,8,"{'hidden_size': 24, 'num_layers': 1, 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",62,1.7260903405258432e-05,0.004349750638174191,0.0034935995806313126,0.3430263511232551,-0.0026567163935535152,0.0026567163935535152,8308.033811376892,6873.221034865902,3.8083917906319225,-5099.304433396525,5099.304433396525,8308.033811376892,5099.304433396525
lstm,12,"{'hidden_size': 16, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.0005, 'weight_decay': 0.0}",82,2.2475338482763618e-05,0.004366636435313135,0.003532788139705656,0.3472361500558499,-0.0011065307131641112,0.0011065307131641112,8321.79163934784,6940.901820316592,3.8942428355351013,-1593.7295637033808,1593.7295637033808,8321.79163934784,1593.7295637033808
lstm,6,"{'hidden_size': 8, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",81,1.6675279766786844e-05,0.00424773402574167,0.003616950507309613,0.3548250198658526,-0.0007670554390781126,0.0007670554390781126,8355.887873783275,7288.383233065679,3.998809822612644,-825.9463428429502,825.9463428429502,8355.887873783275,825.9463428429502
lstm,12,"{'hidden_size': 16, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",146,2.282933928654529e-05,0.004730203551485388,0.0037323862062381918,0.3671174573620901,-0.0019701185694568357,0.0019701185694568357,8804.56564687372,7201.832308477448,4.074242677660239,-3336.3304981336814,3336.3304981336814,8804.56564687372,3336.3304981336814
lstm,8,"{'hidden_size': 16, 'num_layers': 1, 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.0005, 'weight_decay': 0.0}",119,1.9565615730243735e-05,0.0044763152560449,0.004008228178169903,0.39266718455947935,7.446975795100119e-05,7.446975795100119e-05,9115.690264943567,8296.413790951647,4.474643721856079,1072.3994397663002,1072.3994397663002,9115.690264943567,1072.3994397663002
lstm,8,"{'hidden_size': 24, 'num_layers': 2, 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.0005, 'weight_decay': 0.0}",72,2.184078584832605e-05,0.004802586424309766,0.003969141098298601,0.3895193892803528,-0.0033947232237689696,0.0033947232237689696,9187.27152355937,7833.97617448142,4.309960339674445,-6623.377377313547,6623.377377313547,9187.27152355937,6623.377377313547
lstm,12,"{'hidden_size': 24, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",84,2.773915730358567e-05,0.005125351075432543,0.003928205345718782,0.3866271380265576,-0.0025129082671039304,0.0025129082671039304,9392.200823364257,7477.790332568135,4.260724183652194,-4381.46012411747,4381.46012411747,9392.200823364257,4381.46012411747
