model,lookback,params,best_epoch,best_val_loss,rmse_val,mae_val,mape_val,mbe_val,abs_mbe_val,rmse_val_orig,mae_val_orig,mape_val_orig,mbe_val_orig,abs_mbe_val_orig,rank_rmse_val,rank_abs_mbe_val
lstm,6,"{'hidden_size': 16, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",180,0.01749066635966301,0.12651085279917215,0.10843705500128674,41.764882161930636,0.02326111436866032,0.02326111436866032,7498.544811663212,6609.164516635207,2.7023079500661273,6609.164516635207,6609.164516635207,7498.544811663212,6609.164516635207
lstm,12,"{'hidden_size': 16, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",161,0.024949602782726288,0.24076382628291024,0.20341708663338165,79.60574542050006,0.05010279706102914,0.05010279706102914,25446.249746449903,22923.78672612507,9.269533368028654,22923.78672612507,22923.78672612507,25446.249746449903,22923.78672612507
lstm,6,"{'hidden_size': 8, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",1,0.04640882834792137,0.23109777027043138,0.19702484400056108,58.95234269485265,0.19702484400056108,0.19702484400056108,39306.769872343735,32900.23549268348,12.747258248338966,32900.23549268348,32900.23549268348,39306.769872343735,32900.23549268348
lstm,12,"{'hidden_size': 8, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",1,0.04643551632761955,0.23158238025181396,0.19764816764476204,59.21449235411943,0.19764816764476204,0.19764816764476204,39379.08683761106,32932.38058214455,12.757220501699084,32932.38058214455,32932.38058214455,39379.08683761106,32932.38058214455
lstm,6,"{'hidden_size': 8, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",24,0.044384196400642395,0.23180334984749182,0.1978497431028118,59.28362630424792,0.1978497431028118,0.1978497431028118,39480.11285792681,33045.051961156634,12.803273531414765,33045.051961156634,33045.051961156634,39480.11285792681,33045.051961156634
lstm,12,"{'hidden_size': 8, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",1,0.047717947512865067,0.23483751143634357,0.20142975204668745,60.725113673038976,0.20142975204668745,0.20142975204668745,40176.497065809854,33598.74426240859,13.014993972433134,33598.74426240859,33598.74426240859,40176.497065809854,33598.74426240859
lstm,12,"{'hidden_size': 16, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",126,0.04376507177948952,0.23803762144993426,0.20531163243931835,62.344361584109386,0.20531163243931835,0.20531163243931835,41137.19156792664,34482.668633676585,13.363927275905144,34482.668633676585,34482.668633676585,41137.19156792664,34482.668633676585
lstm,6,"{'hidden_size': 16, 'num_layers': 1, 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",24,0.05440803989768028,0.25063114571359485,0.21984257304154142,68.19004079882318,0.21984257304154142,0.21984257304154142,44242.13555318932,37079.91733043478,14.368888220614675,37079.91733043478,37079.91733043478,44242.13555318932,37079.91733043478
mlp,12,"{'hidden_size': 16, 'activation': 'tanh', 'dropout': 0.0, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",1,0.01698632724583149,0.11670868743817121,0.09902327643135743,39.29466524150651,0.03236685696723369,0.03236685696723369,7069.705355162783,6364.346397147994,2.533399793619713,5471.669026896338,5471.669026896338,7069.705355162783,5471.669026896338
mlp,12,"{'hidden_size': 16, 'activation': 'tanh', 'dropout': 0.1, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",1,0.017019148916006088,0.11677281949738405,0.09910085063476916,39.28984502655944,0.032595213537239105,0.032595213537239105,7110.795147529908,6399.296754013834,2.5467430040080186,5509.760921845834,5509.760921845834,7110.795147529908,5509.760921845834
mlp,12,"{'hidden_size': 16, 'activation': 'tanh', 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",1,0.017101183533668518,0.11742441271542423,0.0997686672836498,39.38342654181889,0.03412834806722708,0.03412834806722708,7358.444966529374,6613.935324457481,2.6292009064569353,5724.072877411277,5724.072877411277,7358.444966529374,5724.072877411277
mlp,12,"{'hidden_size': 16, 'activation': 'tanh', 'dropout': 0.1, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",1,0.017137175425887108,0.11747243181789027,0.0998369928330139,39.354588093407365,0.034465167706035645,0.034465167706035645,7422.663070865585,6668.022648764857,2.6498784118560144,5785.903736803909,5785.903736803909,7422.663070865585,5785.903736803909
mlp,12,"{'hidden_size': 8, 'activation': 'tanh', 'dropout': 0.0, 'batch_size': 16, 'learning_rate': 0.001, 'weight_decay': 0.0}",181,0.03880222514271736,0.22001203546355638,0.20454143408957726,71.69164420254704,0.046629543606016115,0.046629543606016115,7932.729483893237,6435.035791448868,2.549090310690666,3938.3352241789667,3938.3352241789667,7932.729483893237,3938.3352241789667
mlp,12,"{'hidden_size': 16, 'activation': 'relu', 'dropout': 0.1, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",1,0.018843287602066994,0.1383590912840712,0.11910253531181131,40.57281968224033,0.07704704134148664,0.07704704134148664,14896.48091343595,12644.8835378403,4.927466021087188,12226.194117356705,12226.194117356705,14896.48091343595,12226.194117356705
mlp,12,"{'hidden_size': 16, 'activation': 'relu', 'dropout': 0.0, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.0}",1,0.018962988629937172,0.13882443805312505,0.11951015781803244,40.63825293479522,0.07774450385056243,0.07774450385056243,15032.267494385476,12758.560630152586,4.971431953312739,12342.904870169556,12342.904870169556,15032.267494385476,12342.904870169556
