window,threshold,n_yoy_points,num_local_outliers,local_outlier_ratio,yoy_mean,yoy_std,yoy_q05,yoy_q95
11,3.5,82,4,0.04878048780487805,3448.1585365853657,4824.9034570256,-4474.75,9820.0
