split,timestamp,actual,decision_tree_pred,random_forest_pred,gradient_boosting_pred
validation,1975,-0.033621688192070565,-0.033621688192070565,-0.021450679461386533,-0.020691330626115365
validation,1976,0.11503586610982097,0.11503586610982097,0.05958645076268447,0.047960774566832405
validation,1977,-0.08627607078190636,-0.08627607078190636,-0.028932148549402657,-0.017419746587815782
validation,1978,0.03160771835292131,0.03160771835292131,0.019526555612837955,-0.009161152077662273
validation,1979,-0.014820293785563265,-0.014820293785563265,-0.008407659255807314,-0.0004889160510252009
validation,1980,-0.010535538704472103,-0.010535538704472103,-0.037192439509238374,-0.006732170856664325
validation,1981,-0.04663688555811163,-0.04663688555811163,-0.04877329148515482,0.006595872535193602
validation,1982,0.03746934294736093,0.03746934294736093,0.029475398370785135,-0.01595476121462388
validation,1983,-0.02374667044780665,-0.02374667044780665,0.03460854640163365,0.012385380370727846
validation,1984,0.007361226150532474,0.007361226150532474,-0.0006718396979858454,-0.00781906778902737
validation,1985,0.01782640572415417,0.01782640572415417,-0.014552609812440833,0.017617145984948866
validation,1986,0.018192631932629766,0.018192631932629766,-0.007809976981592937,-0.008084248066173206
validation,1987,0.011076447830427938,0.011076447830427938,-0.006045698410217435,0.012127626849289015
validation,1988,-0.03512934662079559,-0.03512934662079559,0.007727964602885411,-0.027959789010792793
validation,1989,0.023894997986870337,0.023894997986870337,0.011670017534174617,0.05888011644032643
validation,1990,-0.005984523076790538,-0.005984523076790538,-0.00021779485015409162,-0.04386235500185473
validation,1991,-0.005255172595829194,-0.005255172595829194,-0.00023426285189264817,0.028942629419417252
validation,1992,-0.004719509647291176,-0.004719509647291176,-0.010888029859573524,-0.008592471750426628
validation,1993,-0.034136437414742815,-0.034136437414742815,-0.0096323296362997,-0.030782877505387548
test,1994,0.05506029348251751,-0.034136437414742815,0.013870480689287708,0.03243896433412406
test,1995,0.0012229282653954954,-0.010535538704472103,0.013994293023356806,0.003737262962925257
test,1997,-0.0003892276856856114,0.018602717034463367,0.0004156981704621376,-0.009940403929852938
test,1998,-0.007938863298784682,0.018192631932629766,-0.00656542909736837,-0.005097594503736625
test,1999,-0.01021850030977589,-0.050084451803867225,-0.017218731921472993,-0.0172271850531917
test,2000,0.018123403200076993,-0.03512934662079559,-0.002454852566311807,0.0029366559099073034
test,2001,-0.03195453438105744,0.02679874214298117,-0.00418988458765428,0.004426231140255999
test,2002,0.010674713870267638,-0.02240034306709937,0.00929712784646056,0.01411793079813433
test,2003,0.013543865420126977,0.005148138799373925,0.0015282576538767855,-0.00215074725603414
test,2004,-0.0010640844902667368,0.0012079489809320165,-0.0053251630271170395,-0.02067887100651468
test,2005,-0.030514549313082284,-0.00806209520466794,-0.004358817985183219,-0.01817534776571434
test,2006,0.03257477119370833,-0.010535538704472103,-0.013242644599035867,0.01100203718390636
test,2007,-0.03437462087502041,0.04928843805327077,-0.008281037058918922,-0.004084909183805675
test,2008,0.017205589180846914,-0.10377724577940661,-0.000527475745740289,0.015761174925200714
test,2009,-0.10321049726989528,0.018192631932629766,0.012200306296013678,-0.0026070630155938445
test,2010,0.11833040949838747,-0.18607718041678645,0.0062840634348518476,-0.005157608770010006
test,2011,-0.030001813013004863,0.2957234713267747,-0.008847009952164444,-0.009495089172851169
test,2012,-0.012630091918120812,-0.007810773302166396,-0.012419990769069886,0.01249288941991224
test,2013,-0.021211655992244616,-0.1611462142888609,-0.006522362265421471,0.005560766391317723
test,2014,-0.002861164361149804,0.23140467339772286,-0.0025540462688016775,0.024087993183731626
