model,best_params,rmse_val,mae_val,mape_val,mbe_val,abs_mbe_val,rmse_val_orig,mae_val_orig,mape_val_orig,mbe_val_orig,abs_mbe_val_orig,rmse_test,mae_test,mape_test,mbe_test,abs_mbe_test,aic,aicc
sarima,"{'order': (0, 0, 0), 'seasonal_order': (0, 0, 0, 0)}",0.04049785037029154,0.029648777571584094,100.0,0.0020209210416137885,0.0020209210416137885,6933.849602129962,5414.245026262616,2.9741502853620334,-2281.997918571142,2281.997918571142,0.041527662970813756,0.02765527885097079,100.0,0.0009816814398380558,0.0009816814398380558,-166.66801474721967,-166.63063156964958
