model,residual_mean,residual_std,ljung_box_lag,ljung_box_stat,ljung_box_pvalue
sarima,-0.0020209210416137885,0.04155574802626495,6,13.926833641043148,0.030464237148475824
holt_winters,-0.0014480617860107314,0.04155574802873638,6,13.926833628158501,0.030464237296210953
