model,residual_mean,residual_std,ljung_box_lag,ljung_box_stat,ljung_box_pvalue
sarima,-0.002405689874429322,0.011612236395337342,4,3.188498909261292,0.5267905712932512
holt_winters,-0.01630652047561014,0.011560708626087789,4,3.762763857246754,0.4390631997728264
