model,best_params,rmse_val,mae_val,mape_val,mbe_val,abs_mbe_val,rmse_val_orig,mae_val_orig,mape_val_orig,mbe_val_orig,abs_mbe_val_orig,rmse_test,mae_test,mape_test,mbe_test,abs_mbe_test,aic,aicc
sarima,"{'order': (2, 0, 3), 'seasonal_order': (0, 0, 0, 0)}",0.01137516483534909,0.008740013865142655,81.68774105109794,0.002405689874429322,0.002405689874429322,7436.351860499556,6523.879129825208,2.603270268265612,5898.532377329194,5898.532377329194,0.03475777786488132,0.025022678432502908,820.7569550552835,0.022370890839641874,0.022370890839641874,-132.33765194035595,-130.98281323067854
holt_winters,"{'trend': 'add', 'seasonal': None, 'damped_trend': False}",0.019708249422446214,0.016395655747185017,140.0342918383614,0.01630652047561014,0.01630652047561014,36272.108467935315,30692.169630283894,11.922568225911375,30692.169630283894,30692.169630283894,0.03834989747683352,0.02895861469602776,1002.8889900179781,0.02835984110481743,0.02835984110481743,-335.1905035276409,-333.83566481796345
