trend,seasonal,damped_trend,rmse_val,mae_val,mape_val,aic,aicc
add,None,True,0.04047330781995442,0.029558326108679454,98.64850298292268,-371.6060640136258,-370.24021035508923
None,None,False,0.040508745044547,0.02897780041034863,89.97447202808455,-376.8492119309357,-376.3786236956416
add,None,False,0.04084820570453843,0.030222014106741125,109.57437782921443,-372.926888912907,-371.9148407201359
