model,lookback,feature_selection,selected_features,n_selected_features,best_params,rmse_val,mae_val,mape_val,mbe_val,abs_mbe_val,rmse_val_orig,mae_val_orig,mape_val_orig,mbe_val_orig,abs_mbe_val_orig,rmse_test,mae_test,mape_test,mbe_test,abs_mbe_test,rmse_test_orig,mae_test_orig,mape_test_orig,mbe_test_orig,abs_mbe_test_orig,rank_rmse_test,rank_abs_mbe_test
decision_tree,12,importance,"lag_1, lag_2, lag_3, lag_4, lag_5, lag_6",6,"{'max_depth': 3, 'min_samples_leaf': 1, 'random_state': 42}",0.011085271971912499,0.00878232477894892,70.2182733857383,-0.0014751608517584332,0.0014751608517584332,3516.630119957305,3177.014775380434,1.3008301496955554,-2135.0095944589702,2135.0095944589702,0.03719094496905876,0.026945441072882468,910.5414766570311,0.025674355789973288,0.025674355789973288,55379.29893197029,40939.36313492223,13.513781008642805,40939.36313492223,40939.36313492223,55379.29893197029,40939.36313492223
gradient_boosting,6,importance,"lag_1, lag_2, lag_3, lag_4, lag_6, lag_5",6,"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 2, 'random_state': 42}",0.008341755484365691,0.00688501604837076,55.16346422997797,-0.0007432973862773945,0.0007432973862773945,2589.5852808772447,2300.773964248159,0.9272800140750779,-2191.733991788688,2191.733991788688,0.038602218011808194,0.027939126754042462,1105.9793792429157,0.02706862772218227,0.02706862772218227,59171.73219452107,43663.77974959987,14.416695156815928,43663.77974959987,43663.77974959987,59171.73219452107,43663.77974959987
random_forest,12,importance,"lag_1, lag_2, lag_3, lag_4, lag_5, lag_6",6,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'random_state': 42, 'n_jobs': 1}",0.00749204578291169,0.006542596560161772,44.6578523397888,0.0009480141999037286,0.0009480141999037286,2283.4288759078713,1866.5564729870093,0.7435481722468775,1480.7744237883696,1480.7744237883696,0.039784367039907946,0.02976986217732275,1112.8353072899536,0.02966936505759695,0.02966936505759695,67253.40014808251,51176.851462945844,16.870712652716254,51176.851462945844,51176.851462945844,67253.40014808251,51176.851462945844
