model,residual_mean,residual_std,ljung_box_lag,ljung_box_stat,ljung_box_pvalue
sarima,-0.007099964789044064,0.011377107111976044,4,3.040537016133647,0.5510646958426443
holt_winters,-0.01630652047561014,0.011560708626087789,4,3.762763857246754,0.4390631997728264
