trend,seasonal,damped_trend,rmse_val,mae_val,mape_val,mbe_val,abs_mbe_val,rmse_val_orig,mae_val_orig,mape_val_orig,mbe_val_orig,abs_mbe_val_orig,aic,aicc,rank_rmse_val,rank_abs_mbe_val
add,None,False,0.02850334870400715,0.02288636719395514,228.7654462314313,0.0034424374939335833,0.0034424374939335833,18451.696192279585,15528.268920382166,8.003022225071732,15472.64236387135,15472.64236387135,-411.41006776207246,-410.41006776207246,18451.696192279585,15472.64236387135
add,None,True,0.03290205011459855,0.026256604823566277,327.0398988887094,0.018026657547022863,0.018026657547022863,46474.90478396583,36966.930368170586,18.123922330867114,36822.082351210636,36822.082351210636,-413.8958404414975,-412.5464428511361,46474.90478396583,36822.082351210636
None,None,False,0.05125110269780937,0.0472294036439568,554.9045991119061,0.04299557280632824,0.04299557280632824,138327.10908040896,109584.71227880979,53.47174815858238,109584.71227880979,109584.71227880979,-413.23791305461515,-412.7727967755454,138327.10908040896,109584.71227880979
