model,residual_mean,residual_std,ljung_box_lag,ljung_box_stat,ljung_box_pvalue
sarima,-0.0013349367493332624,0.043157966300711136,6,15.666535391324114,0.015660241900971896
holt_winters,-0.0014480617860107314,0.04155574802873638,6,13.926833628158501,0.030464237296210953
