model,best_params,rmse_val,mae_val,mape_val,rmse_test,mae_test,mape_test,aic,aicc
sarima,"{'order': (1, 2, 2), 'seasonal_order': (0, 0, 0, 0)}",0.042028085885142535,0.03040489200031887,93.54302289170576,0.0411576136094993,0.026966169106833505,190.65691596651166,-158.82289731592425,-158.43828193130886
holt_winters,"{'trend': 'add', 'seasonal': None, 'damped_trend': True}",0.04047330781995442,0.029558326108679454,98.64850298292268,0.04151627348931495,0.027531556207895026,98.26552068227024,-470.46008726375373,-469.3511763726646
