model,best_params,rmse_val,mae_val,mape_val,mbe_val,abs_mbe_val,rmse_val_orig,mae_val_orig,mape_val_orig,mbe_val_orig,abs_mbe_val_orig,rmse_test,mae_test,mape_test,mbe_test,abs_mbe_test,aic,aicc
sarima,"{'order': (1, 0, 2), 'seasonal_order': (0, 0, 0, 0)}",0.027189774779929458,0.019989088384712233,194.9614115767183,0.001035601686532686,0.001035601686532686,6301.982527315527,5327.089364552291,2.9093045138274856,-1038.596485364839,1038.596485364839,0.031036239133193897,0.023201134479507245,253.58314634952302,0.002132834335309405,0.002132834335309405,-207.22690081463185,-206.84594843367947
