family_a,family_b,loss_function,horizon,n_obs,mean_loss_diff,dm_stat,p_value,interpretation
statistical,ml,squared_error,1,13,-1379960380.647086,-2.6858006624640374,0.019823187143346455,statistical_better
statistical,neural,squared_error,1,13,-1287457640.4537554,-2.6105447911042585,0.022778723908908016,statistical_better
ml,neural,squared_error,1,13,92502740.19333011,2.849813159883406,0.014627847123350397,neural_better
