model,best_params,rmse_val,mae_val,mape_val,mbe_val,abs_mbe_val,rmse_val_orig,mae_val_orig,mape_val_orig,mbe_val_orig,abs_mbe_val_orig,rmse_test,mae_test,mape_test,mbe_test,abs_mbe_test,aic,aicc
sarima,"{'order': (2, 0, 2), 'seasonal_order': (0, 0, 0, 0)}",0.01300236590227307,0.010280981492889326,97.81585910369591,0.007099964789044064,0.007099964789044064,16675.810025361377,14295.104546096773,5.589320525160871,14220.655660540278,14220.655660540278,0.036795884969160884,0.02662349286939414,921.037549541909,0.02563403232317378,0.02563403232317378,-135.2858933327667,-134.33351238038574
