n_observations,start_year,end_year,slope_per_year,slope_p_value,r_squared,spearman_rho,spearman_p_value,positive_yoy_share,negative_yoy_share,zero_yoy_share,intercept,slope_std_err
131,1883,2014,2548.968845347027,1.2666097762842466e-50,0.8247515029109996,0.9978433722433778,1.8257416447043956e-154,0.8461538461538461,0.14615384615384616,0.007692307692307693,-4877058.581264378,103.45113635000948
