year,yoy_change,local_median_change,residual_vs_local,rolling_mad,local_score,is_local_outlier
1960,6890.0,4294.0,2596.0,256.0,6.839851562473282,True
2009,-26488.0,351.0,-26839.0,5055.0,-3.5811880316511213,True
