window,threshold,n_yoy_points,num_local_outliers,local_outlier_ratio,yoy_mean,yoy_std,yoy_q05,yoy_q95
11,3.5,130,2,0.015384615384615385,2152.523076923077,4700.087434805034,-2705.95,9580.599999999999
